top,right,bottom,left,score,category,frame
210,481,292,456,0.776935,tie,101021
91,260,368,186,0.77435285,person,101021
124,589,429,411,0.6398922,person,101021
272,387,305,362,0.6128568,cup,101021
72,197,360,120,0.59485775,person,101021
308,481,473,321,0.52922004,chair,101021
15,705,480,384,0.87592554,person,101329
289,718,471,643,0.51610696,chair,101329
0,720,480,0,0.8302093,book,101432
31,675,468,320,0.9609411,person,102954
234,485,445,389,0.91872287,tie,102954
110,363,478,1,0.8697891,person,103082
150,610,475,381,0.8179066,person,103082
200,164,343,91,0.7618172,tie,103082
20,705,471,441,0.70272756,person,103082
94,401,178,349,0.66224897,person,103082
318,384,476,280,0.57917994,chair,103082
272,411,302,389,0.5066518,cup,103082
43,657,474,302,0.9410381,person,103263
231,442,478,376,0.8555768,tie,103263
152,217,217,173,0.63851094,person,103263
112,348,478,2,0.9316057,person,103400
114,712,476,392,0.7687826,person,103400
316,385,477,268,0.6772269,chair,103400
125,502,173,463,0.64332414,person,103400
272,408,301,388,0.57056874,cup,103400
197,712,471,501,0.55502945,chair,103400
212,168,353,86,0.50535387,tie,103400
40,612,476,309,0.91995925,person,103481
227,447,478,378,0.67689306,tie,103481
282,696,475,574,0.6588294,chair,103481
108,348,478,0,0.8080598,person,103567
121,692,476,370,0.75163037,person,103567
299,363,475,261,0.6386486,chair,103567
257,711,475,511,0.5985425,chair,103567
214,475,265,420,0.56134266,laptop,103567
41,639,476,323,0.9341968,person,103698
232,469,479,401,0.8708419,tie,103698
146,264,210,218,0.8531411,person,103698
92,188,214,88,0.6605532,person,103698
284,719,475,603,0.62281024,chair,103698
254,719,352,668,0.6038367,car,103698
142,322,417,125,0.870855,person,103849
133,620,435,473,0.8321068,person,103849
244,708,436,542,0.7316995,chair,103849
183,438,401,319,0.6030135,person,103849
245,492,413,420,0.5880093,chair,103849
247,154,414,89,0.5105867,chair,103849
299,373,361,301,0.698822,person,104029
248,604,288,570,0.6089053,person,104029
254,192,294,154,0.5973308,person,104029
291,171,360,93,0.5449609,tv,104029
7,712,475,254,0.98781097,person,104211
364,531,475,405,0.9549359,tie,104211
101,400,144,355,0.874494,person,104336
51,98,158,1,0.71972597,person,104336
3,160,170,2,0.6893045,tv,104336
107,252,150,191,0.65349823,person,104336
74,638,123,596,0.5039013,person,104336
0,713,463,0,0.7591685,laptop,104508
2,522,465,4,0.78475326,tv,105073
200,639,276,577,0.74784416,person,105073
19,528,462,394,0.62435,cell phone,105073
290,718,426,631,0.5595198,chair,105073
24,407,470,95,0.97901624,person,105578
240,259,453,187,0.97682214,tie,105578
132,509,250,434,0.7626064,person,105578
88,590,175,539,0.7524453,person,105578
158,718,359,626,0.6402859,tv,105578
110,615,201,573,0.5324948,person,105578
142,548,469,355,0.6221176,person,106380
151,583,464,160,0.5344679,person,106380
61,676,475,411,0.96286523,person,106654
404,518,478,447,0.79430807,tie,106654
24,189,474,4,0.9669802,person,106992
8,554,478,289,0.94222486,person,106992
35,440,478,163,0.9897127,person,107463
38,392,473,58,0.9889864,person,107659
269,299,480,222,0.97306526,tie,107659
40,447,475,171,0.98922,person,107831
39,378,472,32,0.9904183,person,107962
269,294,478,220,0.9426881,tie,107962
50,716,473,537,0.58022314,person,107962
44,447,476,170,0.9932587,person,108078
30,274,474,74,0.84812284,person,108287
203,222,277,193,0.5378036,tie,108287
25,267,445,128,0.61658764,person,108764
49,593,475,264,0.8265392,person,108927
23,393,438,176,0.91563916,person,109012
37,634,477,281,0.9600787,person,109138
313,308,475,0,0.59162545,couch,109138
24,386,443,170,0.9296087,person,109277
5,675,478,209,0.8245137,person,109462
422,438,480,354,0.5445182,cup,109462
42,446,475,150,0.97323525,person,109634
16,658,475,308,0.8964355,person,109863
286,503,473,433,0.63180375,tie,109863
46,444,476,149,0.96141136,person,110264
29,670,475,315,0.848758,person,110581
46,436,478,139,0.9504377,person,110922
33,664,474,312,0.89773315,person,111365
300,509,438,449,0.5620608,tie,111365
44,437,480,140,0.88952595,person,111710
42,652,476,307,0.8904793,person,111999
44,442,478,139,0.96135914,person,112266
22,693,472,297,0.97398466,person,112420
68,457,476,125,0.9762503,person,112493
40,684,475,322,0.76302564,person,112779
306,527,473,469,0.5403815,tie,112779
157,720,475,169,0.5178552,couch,112779
47,447,478,113,0.90867186,person,113145
57,658,474,303,0.95153,person,113371
319,512,472,454,0.57741976,tie,113371
47,446,476,149,0.9642848,person,113748
35,635,478,302,0.94681513,person,114180
300,492,431,440,0.7537813,tie,114180
239,720,464,132,0.5708231,couch,114180
70,415,479,133,0.7768029,person,114489
47,649,477,292,0.9201063,person,114740
308,492,475,442,0.5341562,tie,114740
32,439,473,163,0.881402,person,114872
43,662,473,306,0.91119325,person,115004
302,506,462,454,0.53644145,tie,115004
45,437,475,142,0.94509923,person,115321
39,637,479,273,0.8949505,person,115658
299,495,431,440,0.55409104,tie,115658
49,435,479,137,0.94005,person,115856
35,628,476,298,0.9072531,person,116070
301,492,428,440,0.72195506,tie,116070
423,532,479,454,0.65744716,cup,116070
46,433,478,135,0.94598556,person,116280
37,628,479,303,0.93387985,person,116414
298,492,473,439,0.513524,tie,116414
42,426,480,140,0.94717515,person,116592
109,236,333,47,0.6262808,person,116831
118,363,243,236,0.54834133,tv,116831
147,717,472,455,0.51035565,couch,116831
2,633,393,429,0.93077886,person,117206
122,416,424,220,0.9110862,person,117206
59,595,419,370,0.946237,person,117820
181,395,469,175,0.8663305,person,117820
3,622,380,419,0.96268374,person,118482
134,400,399,192,0.9179225,person,118482
381,183,409,142,0.5480861,bowl,118482
227,673,343,574,0.50841516,tv,118482
41,600,412,387,0.9815875,person,119350
190,369,452,164,0.9138889,person,119350
136,395,434,191,0.90793085,person,119936
217,668,342,524,0.660213,microwave,119936
217,667,343,525,0.58116823,tv,119936
384,184,416,144,0.56500167,bowl,119936
63,695,469,341,0.93308663,person,120019
130,414,454,178,0.9119446,person,120165
220,664,339,520,0.7099151,tv,120165
410,481,435,423,0.6455649,mouse,120165
219,668,342,520,0.56726646,microwave,120165
35,687,470,313,0.954146,person,120288
122,261,210,146,0.6429228,tv,120288
121,400,426,183,0.92066807,person,120363
220,669,345,522,0.7165699,tv,120363
221,669,344,522,0.5748931,microwave,120363
45,692,469,298,0.9500296,person,120425
124,265,217,146,0.53753537,tv,120425
122,394,409,183,0.9210645,person,120494
219,668,345,522,0.80636543,tv,120494
384,184,414,144,0.53854054,bowl,120494
312,484,433,298,0.5237442,laptop,120494
118,397,414,183,0.91849613,person,120571
222,670,337,524,0.73246497,microwave,120571
221,673,338,526,0.6377445,tv,120571
57,581,479,305,0.9926406,person,120618
128,467,426,194,0.842239,person,120660
216,668,342,522,0.7344014,tv,120660
57,532,458,404,0.7611255,person,120740
366,250,474,66,0.6292934,laptop,120740
127,442,441,184,0.9291414,person,120838
220,666,343,524,0.6793734,tv,120838
383,184,411,145,0.56275445,bowl,120838
349,472,431,300,0.51376975,suitcase,120838
55,713,473,328,0.96663207,person,120897
146,420,430,201,0.9220978,person,120937
230,659,350,517,0.64227843,tv,120937
301,210,396,146,0.5800153,chair,120937
90,681,471,16,0.7853228,person,121039
91,647,473,381,0.50472844,person,121039
133,407,431,184,0.90258574,person,121177
219,672,343,526,0.6604619,tv,121177
347,474,431,304,0.6000738,suitcase,121177
382,183,411,145,0.5660663,bowl,121177
47,717,480,42,0.7797831,person,121319
125,393,449,115,0.93860316,person,121463
223,668,340,523,0.73957884,tv,121463
383,183,410,143,0.55980957,bowl,121463
46,720,478,66,0.72745943,person,121553
64,325,447,143,0.9733889,person,121597
81,718,474,53,0.7702085,person,121639
8,333,475,53,0.9197393,person,121791
59,708,474,25,0.6502607,person,121938
18,413,473,24,0.9011456,person,121984
77,705,473,55,0.6984149,person,122045
64,698,455,365,0.581586,person,122045
36,315,473,13,0.981521,person,122134
34,326,476,23,0.98288465,person,122250
50,717,462,110,0.6698484,person,122340
267,519,431,316,0.54846776,book,122340
304,651,476,563,0.8537471,vase,122421
110,267,327,56,0.70317173,person,122421
107,279,466,0,0.5826149,person,122421
349,365,478,201,0.51966655,chair,122421
203,591,346,445,0.6349138,person,122541
288,143,477,52,0.61859816,cup,122541
173,294,447,121,0.5794314,vase,122541
304,651,474,564,0.906474,vase,122630
94,266,329,64,0.8453578,person,122630
287,142,475,54,0.80898017,cup,122689
173,295,446,120,0.7501532,vase,122689
119,615,347,478,0.73829406,person,122689
161,490,341,351,0.73145866,person,122689
95,267,332,64,0.8954241,person,123017
47,622,428,439,0.80310893,person,123017
23,716,466,589,0.793141,person,123017
299,652,473,564,0.59817004,vase,123017
29,691,439,514,0.519929,person,123017
61,720,480,450,0.9797266,person,123336
267,621,478,560,0.9646704,tie,123336
34,417,474,69,0.9264778,person,123336
306,301,474,240,0.64083844,tie,123336
35,471,467,112,0.9867651,person,123440
32,418,475,76,0.96508,person,123637
303,304,476,238,0.9646438,tie,123637
37,696,479,428,0.9342798,person,123637
235,601,479,527,0.90610945,tie,123637
44,486,477,91,0.9866425,person,123806
33,423,477,100,0.9805678,person,123887
64,704,479,447,0.9775245,person,123887
269,610,479,547,0.95464814,tie,123887
311,313,477,254,0.8725779,tie,123887
47,489,474,104,0.94387734,person,124033
35,428,477,99,0.9755912,person,124194
67,701,480,445,0.960605,person,124194
269,610,479,548,0.9604113,tie,124194
311,317,475,255,0.88680613,tie,124194
42,490,472,111,0.97872055,person,124355
67,704,476,448,0.985559,person,124511
270,610,480,547,0.97566116,tie,124511
36,427,476,98,0.9736265,person,124511
316,316,478,255,0.9070624,tie,124511
88,387,472,54,0.93818414,person,124638
75,646,480,482,0.7144969,person,124638
266,416,299,383,0.5525279,cup,124638
154,338,183,266,0.51765376,book,124638
281,419,349,380,0.962413,tie,124839
90,631,387,202,0.8084011,tv,124839
125,488,354,290,0.75395447,person,124839
64,296,386,50,0.7531041,person,125033
266,417,299,384,0.7132074,cup,125033
197,341,249,238,0.53104144,book,125033
286,322,477,56,0.50671166,chair,125033
0,631,477,178,0.86761045,person,125470
216,456,384,408,0.90653217,person,125996
225,517,380,469,0.817891,person,125996
1,483,476,42,0.9115819,person,126264
77,709,470,438,0.86696017,person,126264
268,529,443,481,0.77520037,tie,126264
49,716,471,278,0.95787525,person,126454
332,406,473,278,0.5093216,person,126454
32,548,477,15,0.84271383,person,126654
271,558,471,502,0.78146684,tie,126654
44,677,472,397,0.7080331,person,126654
33,718,478,331,0.9122379,person,126799
324,386,474,282,0.60175866,person,126799
0,519,473,59,0.91323316,person,126945
66,692,472,448,0.84460235,person,126945
275,560,457,512,0.7647481,tie,126945
95,470,473,268,0.6799972,person,127234
94,540,433,445,0.58213335,person,127234
83,438,474,142,0.8712844,person,127449
203,320,400,272,0.6740594,tie,127449
189,720,474,5,0.5969953,couch,127449
184,698,464,0,0.55107975,bed,127449
362,67,394,0,0.54858243,bowl,127449
31,677,480,470,0.8613208,person,127562
57,474,477,195,0.94090104,person,127684
171,718,247,660,0.8178297,vase,127684
223,270,246,220,0.6788075,bowl,127684
191,669,476,73,0.51785934,couch,127684
417,179,461,94,0.5135622,bowl,127684
178,364,349,318,0.5078592,tie,127684
69,547,475,240,0.89278674,person,127821
182,442,327,379,0.75904083,tie,127821
146,267,203,222,0.6210671,potted plant,127821
89,266,374,65,0.8555708,person,127979
86,609,424,448,0.80536187,person,127979
147,470,316,99,0.7258601,couch,127979
295,325,319,273,0.6409694,bowl,127979
152,358,341,5,0.52361816,couch,127979
252,179,467,0,0.50694764,couch,127979
70,545,478,234,0.8849884,person,128202
186,448,335,375,0.87105316,tie,128202
146,268,204,221,0.6877328,potted plant,128202
296,618,326,546,0.52895916,book,128202
79,260,418,48,0.8009403,person,128477
148,457,354,54,0.715315,couch,128477
296,316,319,264,0.7019331,bowl,128477
112,683,379,497,0.6307683,person,128477
182,613,247,584,0.53296274,tie,128477
326,286,347,248,0.5108709,remote,128477
70,547,477,240,0.8369781,person,128638
180,441,334,376,0.82694495,tie,128638
146,268,204,223,0.6614236,potted plant,128638
154,60,211,24,0.58825475,clock,128638
91,251,454,84,0.8114846,person,128744
154,447,300,125,0.7902726,couch,128744
296,313,321,264,0.66317713,bowl,128744
170,372,354,0,0.59786206,couch,128744
168,713,424,478,0.5061497,couch,128744
295,471,328,350,0.50272274,book,128744
113,685,256,546,0.500219,person,128744
69,547,474,234,0.8160304,person,128892
182,450,338,383,0.77695394,tie,128892
146,268,205,222,0.6080812,potted plant,128892
104,559,313,469,0.55996835,chair,128892
77,623,422,472,0.8628408,person,129130
166,189,245,160,0.68647593,tie,129130
149,466,306,194,0.68433654,couch,129130
293,325,315,272,0.6753022,bowl,129130
91,235,423,26,0.584588,person,129130
148,223,471,4,0.531023,couch,129130
144,705,419,507,0.5170445,couch,129130
72,548,476,235,0.872574,person,129359
189,446,338,382,0.82037795,tie,129359
147,267,204,222,0.71301746,potted plant,129359
154,60,211,24,0.52720505,clock,129359
87,621,412,454,0.822064,person,129540
86,267,448,46,0.7768927,person,129540
292,325,314,272,0.7254053,bowl,129540
147,462,310,101,0.6351315,couch,129540
155,713,421,544,0.59615594,couch,129540
274,471,295,422,0.5454035,bowl,129540
153,364,353,7,0.5319518,couch,129540
75,546,477,235,0.830415,person,129690
183,446,338,385,0.7191936,tie,129690
147,268,206,222,0.67734396,potted plant,129690
93,619,415,467,0.8165007,person,129796
299,321,324,267,0.7680466,bowl,129796
148,460,313,134,0.73056996,couch,129796
105,267,429,114,0.7250868,person,129796
143,426,436,0,0.5702965,couch,129796
289,512,477,168,0.52551484,dining table,129796
73,550,475,237,0.80911577,person,129969
186,444,338,386,0.77965474,tie,129969
147,267,204,222,0.71598905,potted plant,129969
109,561,316,462,0.5237497,chair,129969
84,611,421,452,0.8452786,person,130124
95,258,451,59,0.8359264,person,130124
152,448,306,168,0.7153553,couch,130124
296,313,320,265,0.68206847,bowl,130124
175,154,255,127,0.573264,tie,130124
75,549,476,239,0.853381,person,130204
187,442,344,384,0.781092,tie,130204
147,267,204,222,0.60812384,potted plant,130204
85,616,421,461,0.8448876,person,130290
103,255,412,32,0.71745074,person,130290
294,327,319,274,0.69245535,bowl,130290
149,469,310,127,0.6656567,couch,130290
296,477,329,364,0.5676071,book,130290
73,547,474,237,0.8050909,person,130387
184,443,338,379,0.7507287,tie,130387
147,267,206,221,0.6849521,potted plant,130387
155,60,212,24,0.55868864,clock,130387
81,620,414,458,0.7683951,person,130497
295,325,319,274,0.6808206,bowl,130497
97,257,404,36,0.66903454,person,130497
148,463,311,155,0.6307236,couch,130497
296,480,329,363,0.52801996,book,130497
280,539,326,515,0.519735,cup,130497
77,545,474,236,0.8025005,person,130651
151,271,208,226,0.7632763,potted plant,130651
184,446,337,378,0.7628343,tie,130651
158,64,215,27,0.6520343,clock,130651
110,564,317,463,0.58866894,chair,130651
298,321,324,267,0.75475913,bowl,130849
147,462,404,104,0.71337783,couch,130849
106,669,370,462,0.65138054,person,130849
81,276,348,0,0.6510171,person,130849
176,615,247,583,0.6242893,tie,130849
270,533,313,507,0.6121681,cup,130849
274,464,296,416,0.5764026,bowl,130849
171,717,438,411,0.5172458,couch,130849
78,539,478,222,0.8222036,person,130992
186,445,348,387,0.81048054,tie,130992
397,354,477,297,0.63032466,chair,130992
150,265,212,221,0.58592314,potted plant,130992
299,322,324,267,0.7528981,bowl,131110
147,461,386,102,0.7105235,couch,131110
80,274,324,9,0.7049084,person,131110
271,533,318,509,0.703513,cup,131110
177,616,247,585,0.6387814,tie,131110
107,670,364,469,0.5368039,person,131110
324,294,346,255,0.50291485,remote,131110
77,537,477,230,0.84950507,person,131277
184,439,341,390,0.8038672,tie,131277
150,271,209,227,0.7769076,potted plant,131277
111,564,324,459,0.5191358,chair,131277
271,419,473,334,0.96969557,tie,131400
55,635,474,116,0.88121915,person,131400
210,153,306,81,0.78295517,potted plant,131400
76,331,375,204,0.90477824,person,131520
146,478,411,364,0.88507056,person,131520
215,198,388,22,0.8323492,person,131520
287,151,378,91,0.76976466,tie,131520
99,707,459,579,0.7648713,person,131520
394,720,476,568,0.7294701,chair,131520
143,294,233,271,0.7105003,tie,131520
292,655,436,455,0.59462136,couch,131520
435,573,478,446,0.59276676,book,131520
157,81,206,57,0.53033984,person,131520
388,272,455,229,0.528782,cup,131520
5,692,43,658,0.52125984,book,131520
305,419,410,353,0.5106469,chair,131520
195,79,271,30,0.5034482,person,131520
142,355,405,98,0.72447544,person,131703
63,265,131,215,0.7161042,book,131703
51,331,132,280,0.71117973,book,131703
51,347,135,298,0.65247977,book,131703
61,290,131,246,0.6423079,book,131703
54,310,133,257,0.6330006,book,131703
239,288,355,214,0.61426646,tie,131703
53,540,121,484,0.603354,book,131703
51,478,132,427,0.59367657,book,131703
52,494,134,446,0.58899236,book,131703
192,570,287,535,0.5866314,book,131703
193,541,286,499,0.5658337,book,131703
188,596,280,566,0.5614501,book,131703
201,525,285,487,0.50283235,book,131703
75,323,367,202,0.9221301,person,131949
145,476,412,363,0.88348293,person,131949
99,710,460,582,0.7838259,person,131949
142,306,244,279,0.67516226,tie,131949
207,179,385,19,0.65070593,person,131949
305,418,415,352,0.62447035,chair,131949
394,720,476,566,0.5981108,chair,131949
291,656,436,453,0.54576534,couch,131949
7,684,45,652,0.53116924,book,131949
428,573,478,443,0.5284206,book,131949
59,266,127,213,0.78369486,book,132135
238,287,338,208,0.71870756,tie,132135
46,325,129,275,0.7026347,book,132135
57,290,127,246,0.69127476,book,132135
189,560,281,528,0.67406654,book,132135
189,548,280,514,0.6699508,book,132135
130,359,382,124,0.6365221,person,132135
46,541,96,488,0.63144326,book,132135
47,345,130,297,0.6190971,book,132135
190,535,280,494,0.6172367,book,132135
185,589,277,558,0.6017588,book,132135
188,576,279,542,0.5918255,book,132135
48,496,130,443,0.5696039,book,132135
51,307,127,264,0.54712075,book,132135
51,363,130,314,0.53162473,book,132135
179,608,280,568,0.5282517,book,132135
51,468,128,418,0.5019897,book,132135
80,330,372,201,0.9299561,person,132244
144,476,413,362,0.90030056,person,132244
216,186,383,68,0.8536806,person,132244
147,294,241,270,0.8111389,tie,132244
390,720,475,565,0.7866321,chair,132244
92,718,461,587,0.77556694,person,132244
155,76,207,37,0.6632323,person,132244
196,81,270,30,0.6224649,person,132244
302,419,413,351,0.54859,chair,132244
435,572,478,445,0.52415276,book,132244
60,265,127,215,0.74442786,book,132353
132,355,381,125,0.68767744,person,132353
189,549,281,513,0.687199,book,132353
188,561,281,528,0.67242676,book,132353
47,325,130,276,0.66980493,book,132353
236,289,340,227,0.660988,tie,132353
189,536,281,494,0.65107566,book,132353
58,290,125,249,0.6330481,book,132353
185,589,277,557,0.6307011,book,132353
188,576,279,541,0.6225069,book,132353
46,541,97,488,0.61742985,book,132353
51,310,127,260,0.606911,book,132353
48,345,130,299,0.57315457,book,132353
182,600,277,567,0.567003,book,132353
49,496,130,443,0.5504907,book,132353
178,619,277,588,0.5345246,book,132353
47,480,128,426,0.517877,book,132353
75,330,373,201,0.91719735,person,132425
146,475,414,362,0.89849174,person,132425
225,198,388,27,0.85188943,person,132425
138,295,239,270,0.79588205,tie,132425
91,679,468,564,0.7322856,person,132425
190,79,270,35,0.6890563,person,132425
289,150,380,96,0.6612818,tie,132425
390,720,476,564,0.64685744,chair,132425
154,68,204,38,0.59590703,person,132425
295,641,434,468,0.52074313,couch,132425
303,420,410,353,0.50625485,chair,132425
132,439,363,221,0.85065985,person,132538
59,268,128,215,0.7198333,book,132538
190,540,281,499,0.7090815,book,132538
190,549,281,514,0.69543993,book,132538
188,570,282,536,0.68222153,book,132538
48,329,129,279,0.6541867,book,132538
191,557,281,527,0.63695383,book,132538
185,588,277,557,0.62808007,book,132538
58,287,127,244,0.5874407,book,132538
46,540,97,487,0.58546436,book,132538
51,312,128,261,0.5827873,book,132538
183,601,278,569,0.5618497,book,132538
197,525,280,489,0.5577504,book,132538
49,346,129,300,0.5559744,book,132538
49,496,131,442,0.5518465,book,132538
181,619,278,586,0.5327501,book,132538
76,330,372,202,0.9363726,person,132658
146,475,414,362,0.91777587,person,132658
221,195,385,26,0.8215333,person,132658
142,294,240,271,0.7932466,tie,132658
94,686,462,576,0.75467306,person,132658
392,720,477,566,0.74206376,chair,132658
167,51,208,27,0.60855556,person,132658
193,79,266,40,0.5635656,person,132658
303,417,412,351,0.54835016,chair,132658
388,272,442,229,0.5275504,cup,132658
131,439,366,220,0.83086085,person,132750
62,263,128,214,0.7327692,book,132750
190,548,281,514,0.68263716,book,132750
189,559,281,527,0.6693703,book,132750
190,536,280,495,0.65203047,book,132750
46,541,96,488,0.6474008,book,132750
47,325,129,275,0.6386526,book,132750
185,589,277,558,0.62857074,book,132750
188,576,279,543,0.6202271,book,132750
58,287,127,245,0.617082,book,132750
182,609,280,566,0.57851154,book,132750
50,495,130,442,0.5510526,book,132750
48,346,129,298,0.52405846,book,132750
181,620,278,584,0.5096009,book,132750
206,261,240,233,0.6031926,person,132958
340,631,448,522,0.5309153,chair,132958
0,681,476,53,0.9456997,person,134227
161,286,413,144,0.8782177,person,135619
180,504,387,392,0.87171775,person,135619
222,582,283,506,0.5626562,person,135619
59,367,475,179,0.94495785,person,136184
164,291,191,253,0.8891789,tie,136184
58,344,477,153,0.86719143,person,136512
201,677,476,344,0.8396841,person,136512
296,542,455,476,0.68460345,tie,136512
318,679,351,657,0.66141146,cup,136512
59,364,477,175,0.9663174,person,136703
165,290,196,251,0.9023484,tie,136703
199,693,476,349,0.9251274,person,136976
56,350,477,107,0.913107,person,136976
341,225,383,197,0.88675904,cup,136976
295,536,460,475,0.81199706,tie,136976
60,363,480,170,0.94935006,person,137282
164,289,195,250,0.88353324,tie,137282
193,689,477,422,0.85407305,person,137561
54,327,479,109,0.8292173,person,137561
4,453,451,287,0.6737051,person,137561
5,496,480,134,0.6086426,person,137561
290,534,459,470,0.5644267,tie,137561
158,491,351,363,0.9342711,person,137733
385,400,478,345,0.7204136,chair,137733
213,633,409,61,0.5825666,car,137864
0,720,480,0,0.6210389,book,137960
234,606,435,349,0.5391467,person,137960
308,503,393,381,0.91186225,car,138083
3,708,468,226,0.5757116,train,138317
89,632,467,369,0.72316825,person,138492
2,715,389,106,0.7162167,book,138586
50,273,475,2,0.9516072,person,138738
222,222,476,161,0.76135325,tie,138738
117,482,402,357,0.68414366,person,138738
400,481,432,412,0.6620449,book,138738
47,336,405,213,0.61353505,person,138738
152,631,207,583,0.61272615,book,138738
156,309,332,262,0.5735669,tie,138738
156,581,209,535,0.56072074,book,138738
246,650,387,528,0.5422384,person,138738
173,391,332,317,0.57286686,person,138876
90,572,405,242,0.56891745,microwave,138876
7,612,437,8,0.6192082,person,139193
10,720,476,1,0.59685796,elephant,139474
49,241,480,57,0.9181503,person,139719
47,335,476,184,0.8466314,person,139719
115,488,403,336,0.78237796,person,139719
400,482,433,412,0.6804548,book,139719
244,651,384,513,0.6556635,person,139719
150,314,312,269,0.6409825,tie,139719
151,635,207,587,0.6020582,book,139719
154,582,208,532,0.56924754,book,139719
253,236,398,196,0.8448904,person,139999
244,520,389,472,0.84171724,person,139999
242,645,369,610,0.8115684,person,139999
247,568,376,534,0.77826345,person,139999
255,112,406,69,0.7459813,person,139999
248,188,405,144,0.7318196,person,139999
249,587,374,551,0.65194535,person,139999
265,67,415,24,0.60648817,person,139999
266,271,397,235,0.6014438,person,139999
275,281,396,248,0.5956779,person,139999
280,364,396,334,0.59289736,person,139999
266,51,422,6,0.5644089,person,139999
346,151,375,124,0.54347193,handbag,139999
247,402,375,375,0.533666,person,139999
271,298,392,262,0.5317589,person,139999
313,86,367,1,0.9398742,car,140167
287,362,372,333,0.87245,person,140167
290,385,372,359,0.8274138,person,140167
316,126,353,65,0.69489914,car,140167
141,285,199,254,0.6819194,traffic light,140167
310,223,346,194,0.6781539,car,140167
311,195,350,121,0.62482107,car,140167
306,319,342,262,0.56554455,car,140167
90,635,474,417,0.9087069,person,140881
173,386,475,112,0.88845146,person,140881
244,505,383,463,0.76764834,person,141525
266,553,382,521,0.7486524,person,141525
251,107,411,63,0.74341273,person,141525
249,189,404,143,0.7264606,person,141525
259,230,398,191,0.7231385,person,141525
249,591,376,556,0.70725656,person,141525
253,154,406,113,0.67252314,person,141525
275,363,395,331,0.66831183,person,141525
260,275,395,238,0.6221398,person,141525
300,33,361,0,0.5851038,handbag,141525
266,49,429,2,0.57950175,person,141525
248,399,382,363,0.55744946,person,141525
265,61,418,19,0.50834376,person,141525
266,261,394,230,0.50679964,person,141525
56,715,474,475,0.95558405,person,141644
135,355,471,1,0.65563786,person,141644
144,717,476,270,0.6285076,truck,141913
146,719,471,266,0.6249621,car,141913
217,356,363,226,0.76031697,person,143772
236,539,349,463,0.7210629,person,143772
232,476,325,400,0.6881641,person,143772
179,161,324,77,0.67600095,chair,143772
92,430,314,212,0.5642871,potted plant,143772
236,83,346,0,0.5540459,chair,143772
299,324,479,13,0.52925235,person,143772
26,718,470,261,0.9836536,person,144041
74,587,375,359,0.9632491,person,144316
105,336,460,239,0.6871977,person,144316
308,518,410,476,0.50249505,bottle,144316
24,720,472,180,0.9865514,person,144586
306,522,384,463,0.9520756,cup,144777
29,720,467,233,0.9143112,person,144777
273,669,421,565,0.76483405,potted plant,144777
141,311,479,129,0.82954687,person,145084
158,588,424,394,0.7144681,person,145084
257,588,323,550,0.6702324,potted plant,145084
196,346,364,271,0.5055332,potted plant,145084
57,471,474,107,0.94117546,person,145342
322,569,475,456,0.58767277,potted plant,145342
410,501,479,440,0.9514762,cup,145453
48,625,467,243,0.8061836,person,145453
268,667,429,556,0.72016853,potted plant,145453
59,466,473,92,0.9432144,person,145599
263,335,475,234,0.5356127,tie,145599
365,501,437,446,0.9115072,cup,145741
43,614,464,249,0.8411601,person,145741
274,667,429,556,0.79653084,potted plant,145741
62,475,476,71,0.96408176,person,145849
319,569,476,457,0.540332,potted plant,145849
410,501,479,440,0.93957216,cup,145937
274,668,431,555,0.8419175,potted plant,145937
41,623,468,244,0.81796473,person,145937
65,480,476,84,0.95950323,person,146050
274,668,430,558,0.78056246,potted plant,146134
53,635,466,260,0.7583003,person,146134
65,467,475,91,0.9694606,person,146211
319,569,476,451,0.5467015,potted plant,146211
44,720,474,241,0.85478425,person,146348
123,402,297,227,0.65973973,chair,146348
108,503,358,218,0.5127255,chair,146348
61,460,473,87,0.9260251,person,146478
313,569,477,450,0.70962524,potted plant,146478
50,628,467,244,0.7878492,person,146651
268,662,431,552,0.65234077,potted plant,146651
358,655,435,574,0.5092467,vase,146651
57,458,472,72,0.94332266,person,146848
314,570,477,453,0.6287704,potted plant,146848
52,663,476,250,0.83935225,person,146954
281,671,437,552,0.69112337,potted plant,146954
131,400,285,225,0.55802804,chair,146954
56,471,473,102,0.95127416,person,147023
317,568,476,456,0.61623275,potted plant,147023
98,278,477,154,0.8889364,person,147104
362,655,477,515,0.77471006,chair,147104
302,497,477,387,0.7640152,potted plant,147104
355,391,476,304,0.5109541,potted plant,147104
49,495,478,82,0.97525656,person,147214
319,558,473,455,0.7328192,potted plant,147214
247,335,435,258,0.54685074,tie,147214
95,328,475,178,0.868616,person,147315
361,655,477,515,0.71747226,chair,147315
275,502,474,380,0.7151984,potted plant,147315
362,496,466,384,0.5177846,potted plant,147315
55,604,474,86,0.97211456,person,147411
43,621,475,214,0.98510885,person,147744
411,354,477,302,0.5269999,cup,147744
452,222,479,179,0.5100853,cup,147744
51,371,474,79,0.98976237,person,147872
46,610,479,287,0.9840505,person,147956
54,372,477,81,0.9864519,person,148036
40,623,476,245,0.98408884,person,148128
0,717,293,427,0.60704225,microwave,148128
57,368,476,84,0.98488176,person,148217
184,550,369,479,0.5451565,person,148217
39,625,473,271,0.9785199,person,148289
57,366,479,75,0.9859934,person,148347
181,552,368,479,0.5009271,person,148347
